Thu Aug 14 04:20:58 PDT 2014 Starting master on sceplus-vm48
core file size          (blocks, -c) 0
2014-08-14 04:21:33,857 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Found region in {ad2399cf58f5f899774ae0530e0dea3d state=PENDING_OPEN, ts=1408015288275, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1408015261034
2014-08-14 04:21:33,857 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Found region in {ff736bc6e35322171620cb6c88b9a864 state=PENDING_OPEN, ts=1408015288280, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1408015261034
2014-08-14 04:21:33,862 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/cecf43ac6820a901d1f7a26660d5a481 already deleted, retry=false
2014-08-14 04:21:33,862 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {cecf43ac6820a901d1f7a26660d5a481 state=PENDING_OPEN, ts=1408015288262, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to {cecf43ac6820a901d1f7a26660d5a481 state=OFFLINE, ts=1408015293862, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034}
2014-08-14 04:21:33,862 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user5,1408014737204.cecf43ac6820a901d1f7a26660d5a481. with state=OFFLINE
2014-08-14 04:21:33,877 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/e8a3f9c6c3c2b28c87355995f4c10af9 already deleted, retry=false
2014-08-14 04:21:33,877 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {e8a3f9c6c3c2b28c87355995f4c10af9 state=PENDING_OPEN, ts=1408015288285, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to {e8a3f9c6c3c2b28c87355995f4c10af9 state=OFFLINE, ts=1408015293877, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034}
2014-08-14 04:21:33,877 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user9,1408014737204.e8a3f9c6c3c2b28c87355995f4c10af9. with state=OFFLINE
2014-08-14 04:21:33,886 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/588f9dbdef554bd20d014c0823bfc299 already deleted, retry=false
2014-08-14 04:21:33,886 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {588f9dbdef554bd20d014c0823bfc299 state=PENDING_OPEN, ts=1408015288271, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to {588f9dbdef554bd20d014c0823bfc299 state=OFFLINE, ts=1408015293886, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034}
2014-08-14 04:21:33,887 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user3,1408014737204.588f9dbdef554bd20d014c0823bfc299. with state=OFFLINE
2014-08-14 04:21:33,895 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/ad2399cf58f5f899774ae0530e0dea3d already deleted, retry=false
2014-08-14 04:21:33,895 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {ad2399cf58f5f899774ae0530e0dea3d state=PENDING_OPEN, ts=1408015288275, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to {ad2399cf58f5f899774ae0530e0dea3d state=OFFLINE, ts=1408015293895, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034}
2014-08-14 04:21:33,895 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user7,1408014737204.ad2399cf58f5f899774ae0530e0dea3d. with state=OFFLINE
2014-08-14 04:21:33,904 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/ff736bc6e35322171620cb6c88b9a864 already deleted, retry=false
2014-08-14 04:21:33,904 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {ff736bc6e35322171620cb6c88b9a864 state=PENDING_OPEN, ts=1408015288280, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to {ff736bc6e35322171620cb6c88b9a864 state=OFFLINE, ts=1408015293904, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034}
2014-08-14 04:21:33,904 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,,1408014737204.ff736bc6e35322171620cb6c88b9a864. with state=OFFLINE
2014-08-14 04:21:33,909 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] handler.ServerShutdownHandler: Reassigning 0 region(s) that sceplus-vm49.almaden.ibm.com,16020,1408015261034 was carrying (and 5 regions(s) that were opening on this server)
2014-08-14 04:21:33,911 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.AssignmentManager: Assigning 5 region(s) to slave1,16020,1408015261034
2014-08-14 04:21:33,911 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {cecf43ac6820a901d1f7a26660d5a481 state=OFFLINE, ts=1408015293862, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to {cecf43ac6820a901d1f7a26660d5a481 state=PENDING_OPEN, ts=1408015293911, server=slave1,16020,1408015261034}
2014-08-14 04:21:33,911 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user5,1408014737204.cecf43ac6820a901d1f7a26660d5a481. with state=PENDING_OPEN&sn=slave1,16020,1408015261034
2014-08-14 04:21:33,916 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {e8a3f9c6c3c2b28c87355995f4c10af9 state=OFFLINE, ts=1408015293877, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to {e8a3f9c6c3c2b28c87355995f4c10af9 state=PENDING_OPEN, ts=1408015293916, server=slave1,16020,1408015261034}
2014-08-14 04:21:33,917 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user9,1408014737204.e8a3f9c6c3c2b28c87355995f4c10af9. with state=PENDING_OPEN&sn=slave1,16020,1408015261034
2014-08-14 04:21:33,921 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {588f9dbdef554bd20d014c0823bfc299 state=OFFLINE, ts=1408015293886, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to {588f9dbdef554bd20d014c0823bfc299 state=PENDING_OPEN, ts=1408015293921, server=slave1,16020,1408015261034}
2014-08-14 04:21:33,921 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user3,1408014737204.588f9dbdef554bd20d014c0823bfc299. with state=PENDING_OPEN&sn=slave1,16020,1408015261034
2014-08-14 04:21:33,926 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {ad2399cf58f5f899774ae0530e0dea3d state=OFFLINE, ts=1408015293895, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to {ad2399cf58f5f899774ae0530e0dea3d state=PENDING_OPEN, ts=1408015293926, server=slave1,16020,1408015261034}
2014-08-14 04:21:33,926 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user7,1408014737204.ad2399cf58f5f899774ae0530e0dea3d. with state=PENDING_OPEN&sn=slave1,16020,1408015261034
2014-08-14 04:21:33,930 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {ff736bc6e35322171620cb6c88b9a864 state=OFFLINE, ts=1408015293904, server=sceplus-vm49.almaden.ibm.com,16020,1408015261034} to {ff736bc6e35322171620cb6c88b9a864 state=PENDING_OPEN, ts=1408015293930, server=slave1,16020,1408015261034}
2014-08-14 04:21:33,931 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,,1408014737204.ff736bc6e35322171620cb6c88b9a864. with state=PENDING_OPEN&sn=slave1,16020,1408015261034
2014-08-14 04:21:33,939 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.AssignmentManager: Unable to communicate with slave1,16020,1408015261034 in order to assign regions, 
java.io.IOException: Call to slave1/9.1.143.59:16020 failed on local exception: java.io.IOException: Connection to sceplus-vm49.almaden.ibm.com/9.1.143.59:16020 is closing. Call id=12, waitTime=1
	at org.apache.hadoop.hbase.ipc.RpcClient.wrapException(RpcClient.java:1571)
	at org.apache.hadoop.hbase.ipc.RpcClient.call(RpcClient.java:1542)
	at org.apache.hadoop.hbase.ipc.RpcClient.callBlockingMethod(RpcClient.java:1700)
	at org.apache.hadoop.hbase.ipc.RpcClient$BlockingRpcChannelImplementation.callBlockingMethod(RpcClient.java:1765)
	at org.apache.hadoop.hbase.protobuf.generated.AdminProtos$AdminService$BlockingStub.openRegion(AdminProtos.java:20964)
	at org.apache.hadoop.hbase.master.ServerManager.sendRegionOpen(ServerManager.java:766)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:1679)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:2653)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:2634)
	at org.apache.hadoop.hbase.master.handler.ServerShutdownHandler.process(ServerShutdownHandler.java:291)
	at org.apache.hadoop.hbase.executor.EventHandler.run(EventHandler.java:128)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:744)
Caused by: java.io.IOException: Connection to sceplus-vm49.almaden.ibm.com/9.1.143.59:16020 is closing. Call id=12, waitTime=1
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.cleanupCalls(RpcClient.java:1265)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.close(RpcClient.java:1059)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.run(RpcClient.java:792)
2014-08-14 04:21:33,946 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.AssignmentManager: Waiting for cecf43ac6820a901d1f7a26660d5a481 to leave regions-in-transition, timeOut=15000 ms.
2014-08-14 04:21:33,950 INFO  [AM.-pool1-t4] master.AssignmentManager: Server slave1,16020,1408015261034 returned java.net.ConnectException: Connection refused for usertable,user7,1408014737204.ad2399cf58f5f899774ae0530e0dea3d., try=1 of 10
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:739)
	at org.apache.hadoop.net.SocketIOWithTimeout.connect(SocketIOWithTimeout.java:206)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:529)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:493)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.setupConnection(RpcClient.java:631)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.setupIOstreams(RpcClient.java:931)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.writeRequest(RpcClient.java:1100)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.tracedWriteRequest(RpcClient.java:1069)
	at org.apache.hadoop.hbase.ipc.RpcClient.call(RpcClient.java:1512)
	at org.apache.hadoop.hbase.ipc.RpcClient.callBlockingMethod(RpcClient.java:1700)
	at org.apache.hadoop.hbase.ipc.RpcClient$BlockingRpcChannelImplementation.callBlockingMethod(RpcClient.java:1765)
	at org.apache.hadoop.hbase.protobuf.generated.AdminProtos$AdminService$BlockingStub.closeRegion(AdminProtos.java:20976)
	at org.apache.hadoop.hbase.protobuf.ProtobufUtil.closeRegion(ProtobufUtil.java:1652)
	at org.apache.hadoop.hbase.master.ServerManager.sendRegionClose(ServerManager.java:797)
	at org.apache.hadoop.hbase.master.AssignmentManager.unassign(AssignmentManager.java:1802)
	at org.apache.hadoop.hbase.master.AssignmentManager.forceRegionStateToOffline(AssignmentManager.java:1919)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:1548)
	at org.apache.hadoop.hbase.master.AssignCallable.call(AssignCallable.java:48)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:744)
2014-08-14 04:21:33,951 INFO  [AM.-pool1-t5] master.AssignmentManager: Server slave1,16020,1408015261034 returned java.io.IOException: This connection is closing for usertable,,1408014737204.ff736bc6e35322171620cb6c88b9a864., try=1 of 10
java.io.IOException: This connection is closing
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.setupIOstreams(RpcClient.java:908)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.writeRequest(RpcClient.java:1100)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.tracedWriteRequest(RpcClient.java:1069)
	at org.apache.hadoop.hbase.ipc.RpcClient.call(RpcClient.java:1512)
	at org.apache.hadoop.hbase.ipc.RpcClient.callBlockingMethod(RpcClient.java:1700)
	at org.apache.hadoop.hbase.ipc.RpcClient$BlockingRpcChannelImplementation.callBlockingMethod(RpcClient.java:1765)
	at org.apache.hadoop.hbase.protobuf.generated.AdminProtos$AdminService$BlockingStub.closeRegion(AdminProtos.java:20976)
	at org.apache.hadoop.hbase.protobuf.ProtobufUtil.closeRegion(ProtobufUtil.java:1652)
	at org.apache.hadoop.hbase.master.ServerManager.sendRegionClose(ServerManager.java:797)
	at org.apache.hadoop.hbase.master.AssignmentManager.unassign(AssignmentManager.java:1802)
	at org.apache.hadoop.hbase.master.AssignmentManager.forceRegionStateToOffline(AssignmentManager.java:1919)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:1548)
	at org.apache.hadoop.hbase.master.AssignCallable.call(AssignCallable.java:48)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:744)
2014-08-14 04:21:33,951 INFO  [AM.-pool1-t2] master.AssignmentManager: Server slave1,16020,1408015261034 returned java.io.IOException: This connection is closing for usertable,user9,1408014737204.e8a3f9c6c3c2b28c87355995f4c10af9., try=1 of 10
java.io.IOException: This connection is closing
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.setupIOstreams(RpcClient.java:908)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.writeRequest(RpcClient.java:1100)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.tracedWriteRequest(RpcClient.java:1069)
	at org.apache.hadoop.hbase.ipc.RpcClient.call(RpcClient.java:1512)
	at org.apache.hadoop.hbase.ipc.RpcClient.callBlockingMethod(RpcClient.java:1700)
	at org.apache.hadoop.hbase.ipc.RpcClient$BlockingRpcChannelImplementation.callBlockingMethod(RpcClient.java:1765)
	at org.apache.hadoop.hbase.protobuf.generated.AdminProtos$AdminService$BlockingStub.closeRegion(AdminProtos.java:20976)
	at org.apache.hadoop.hbase.protobuf.ProtobufUtil.closeRegion(ProtobufUtil.java:1652)
	at org.apache.hadoop.hbase.master.ServerManager.sendRegionClose(ServerManager.java:797)
	at org.apache.hadoop.hbase.master.AssignmentManager.unassign(AssignmentManager.java:1802)
	at org.apache.hadoop.hbase.master.AssignmentManager.forceRegionStateToOffline(AssignmentManager.java:1919)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:1548)
	at org.apache.hadoop.hbase.master.AssignCallable.call(AssignCallable.java:48)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:744)
2014-08-14 04:21:33,951 INFO  [AM.-pool1-t1] master.AssignmentManager: Server slave1,16020,1408015261034 returned java.io.IOException: This connection is closing for usertable,user5,1408014737204.cecf43ac6820a901d1f7a26660d5a481., try=1 of 10
java.io.IOException: This connection is closing
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.setupIOstreams(RpcClient.java:908)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.writeRequest(RpcClient.java:1100)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.tracedWriteRequest(RpcClient.java:1069)
	at org.apache.hadoop.hbase.ipc.RpcClient.call(RpcClient.java:1512)
	at org.apache.hadoop.hbase.ipc.RpcClient.callBlockingMethod(RpcClient.java:1700)
	at org.apache.hadoop.hbase.ipc.RpcClient$BlockingRpcChannelImplementation.callBlockingMethod(RpcClient.java:1765)
	at org.apache.hadoop.hbase.protobuf.generated.AdminProtos$AdminService$BlockingStub.closeRegion(AdminProtos.java:20976)
	at org.apache.hadoop.hbase.protobuf.ProtobufUtil.closeRegion(ProtobufUtil.java:1652)
	at org.apache.hadoop.hbase.master.ServerManager.sendRegionClose(ServerManager.java:797)
	at org.apache.hadoop.hbase.master.AssignmentManager.unassign(AssignmentManager.java:1802)
	at org.apache.hadoop.hbase.master.AssignmentManager.forceRegionStateToOffline(AssignmentManager.java:1919)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:1548)
	at org.apache.hadoop.hbase.master.AssignCallable.call(AssignCallable.java:48)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:744)
2014-08-14 04:21:33,951 INFO  [AM.-pool1-t3] master.AssignmentManager: Server slave1,16020,1408015261034 returned java.io.IOException: This connection is closing for usertable,user3,1408014737204.588f9dbdef554bd20d014c0823bfc299., try=1 of 10
java.io.IOException: This connection is closing
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.setupIOstreams(RpcClient.java:908)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.writeRequest(RpcClient.java:1100)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.tracedWriteRequest(RpcClient.java:1069)
	at org.apache.hadoop.hbase.ipc.RpcClient.call(RpcClient.java:1512)
	at org.apache.hadoop.hbase.ipc.RpcClient.callBlockingMethod(RpcClient.java:1700)
	at org.apache.hadoop.hbase.ipc.RpcClient$BlockingRpcChannelImplementation.callBlockingMethod(RpcClient.java:1765)
	at org.apache.hadoop.hbase.protobuf.generated.AdminProtos$AdminService$BlockingStub.closeRegion(AdminProtos.java:20976)
	at org.apache.hadoop.hbase.protobuf.ProtobufUtil.closeRegion(ProtobufUtil.java:1652)
	at org.apache.hadoop.hbase.master.ServerManager.sendRegionClose(ServerManager.java:797)
	at org.apache.hadoop.hbase.master.AssignmentManager.unassign(AssignmentManager.java:1802)
	at org.apache.hadoop.hbase.master.AssignmentManager.forceRegionStateToOffline(AssignmentManager.java:1919)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:1548)
	at org.apache.hadoop.hbase.master.AssignCallable.call(AssignCallable.java:48)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:744)
2014-08-14 04:21:35,876 INFO  [ReplicationExecutor-0] replication.ReplicationQueuesZKImpl: Moving sceplus-vm49.almaden.ibm.com,16020,1408015261034's hlogs to my queue
2014-08-14 04:21:35,890 INFO  [ReplicationExecutor-0] replication.ReplicationQueuesZKImpl: Won't transfer the queue, another RS took care of it because of: KeeperErrorCode = NoNode for /hbase/replication/rs/sceplus-vm49.almaden.ibm.com,16020,1408015261034/lock
